BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-107036,Lycée Général et Technologique R. Char,None,Pieri Céline,,,2 rue Pierre Auguste Renoir,84000,Avignon,,04-90-88-04-04,207,04-90-88-78-70,ges.lyc.char@ac-aix-marseille.fr,http://www.lyc-char.ac-aix-marseille.fr/spip/,http://www.lyc-char.ac-aix-marseille.fr/spip/,,,,,False,False,,False,False
16-139311,Ville des Trois-Ilets,None,,,FR,,None,TROIS ILETS,,,,,secretariat@mairie-trois-ilets.fr,http://www.villedestroisilets.fr,,,,,,False,True,,False,True
17-130395,Var Aménagement Développement,32915276300028,,,FRL,tour L'albatros avenue d'Entrecasteaux,83056,Toulon,,(+33) 4-94-03-95-95,,,a.mascherpa@vad83.eu,http://www.var-amenagement-developpement.fr,http://www.achatpublic.fr,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_vFN7zdND4b,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_vFN7zdND4b,,False,True,,False,True
17-182842,Cté de communes OSARTIS MARQUION,None,,,FR,ZA Rue Jean Monnet,62490,Vitry-en-artois,,(+33) -03-21-60-06-00,,(+33) -03-21-60-06-01,administration@cc-osartis.com,http://www.cc-osartis.com,http://www.cc-osartis.com/marches/index.aspx,,,,,False,True,,False,True
17-61804,Ville de Millau,None,"Christophe SAINT-PIERRE, Maire",,,Hôtel de Ville - 17 Avenue de la République -BP.80147,12101,Millau Cedex,,,,,,,,,,,,False,False,,False,False
18-100339,Université Paul Sabatier,None,,,FRJ23,118 route de Narbonne,31062,Toulouse Cedex 09,,(+33) 5-61-55-60-37,,,service-marches@univ-tlse3.fr,http://www.univ-tlse3.fr,https://www.achatpublic.com,,,,,False,False,,False,False
18-104720,Ville de Nanterre,None,,Service des marchés,FR105,88/118 rue du 8 mai 1945 - BP1406,92000,Nanterre Cedex,,(+33) 1-47-29-52-44,,(+33) 1-47-29-53-99,marches.publics@mairie-nanterre.fr,http://www.nanterre.fr,https://marches.local-trust.com/mairie-nanterre,,,,,False,True,,False,True
18-108872,COMMUNE DE NANTERRE,None,,,FR105,"Service des marchés, 88/118 rue du 8 mai 1945 - B.P. 1406",92014,NANTERRE Cedex,,(+33) 1-47-29-48-49,,(+33)1- 1-47-29-53-99,marches.publics@mairie-nanterre.fr,https://www.nanterre.fr,https://marches.local-trust.com/mairie-nanterre,,,,,False,True,,False,True
18-110250,Mairie de Nanterre,None,Mme Hébert,,,Ville de NanterreService des marchés88/118 rue du 8 mai 1945 - BP 1406,92014,Nanterre Cedex,,01-47-29-52-44,,01-47-29-53-99,marches.publics@mairie-nanterre.fr,http://www.nanterre.fr,http://marches.local-trust.com/mairie-nanterre,,,,,False,False,,False,False
18-110911,Ville de Nanterre,None,,Service des marchés,FR105,Service des marchés88/118 rue du 8 mai 1945  BP 1406,92000,Nanterre Cedex,,(+33) 1-47-29-52-44,,(+33) 1-47-29-53-99,marches.publics@mairie-nanterre.fr,http://www.nanterre.fr,https://marches.local-trust.com/mairie-nanterre,,,,,False,True,,False,True
