BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
18-130146,False,False,False,True,False,False,False,,False,False,,,,False,"Pour des raisons tenant à la complexité du dispositif technique en fonctionnement et à l'importance des investissements consentis pour sa mise en place et son exploitation, il n'existe pas de solution raisonnable de remplacement du SIRH du ministère de l'intérieur. Le titulaire est associé aux travaux supervisés et animés par le centre interministériel de services informatiques relatifs aux ressources humaines (CISIRH)  en vue de la rationalisation et de la convergence, sur la base du standard HR Access,  des systèmes RH de l'administration. Il est actuellement le seul à disposer des compétences spécifiques et de la connaissance du contexte garantissant le respect du calendrier et des exigences de la migration en cours du SIRH du MI à la réussite de laquelle s'attachent des intérêts majeurs."
18-131358,False,False,False,False,False,False,False,,False,False,,,,True,Le marché a été passé dans les conditions de l'article 27 du décret 2016-360 du 25 mars 2016
18-133544,False,False,False,False,False,True,False,,False,False,,,,False,"conformément à l article 30.I.3c du décret relatif aux marché publics , l'acheteur peut passer un marché public négocié sans publicité ni mise en concurrence préalables  en raison de la  protection de droits d'exclusivité de la société , notamment de droits de propriété intellectuelle"
18-134745,False,False,False,False,False,False,False,,False,True,,,,False,passation du marché négocié conformément à larticle 30 du Décret no2016-360 du 25 mars 2016.
18-134780,False,False,False,False,False,False,False,,False,False,,,,True,"La procédure de consultation du présent marché est conforme aux stipulations de l'article 27 du décret 2016-360 du 25 mars 2016 relatif à la procédure adaptée. Aussi, il n'a pas été fait de publication au JOUE, ce conformément au texte précité"
18-136496,False,False,False,False,False,False,False,,False,True,,,,False,Marché négocié sans publicité ni mise en concurrence préalables conformément à l'article 30-I 6° du décret no 2016-360 du 25 mars 2016 relatif aux marchés publics.
18-136572,False,False,False,False,False,False,False,,False,False,,,,True,Marchés d'un montant inférieur aux seuils européens
18-136630,True,False,False,False,False,False,False,,False,False,,,,False,ce marché a fait l'objet d'une première consultation en 6 lots. le lot a été infructueux et donc relancé en procédure négociée sans mise en concurrence
18-136905,True,False,False,False,False,False,False,,False,False,,,,False,"Ce marché négocié sans publicité ni mise en concurrence, fait suite à une procédure infructueuse."
18-137046,False,False,False,False,False,False,False,,False,False,,,,True,"Marché d'un montant inférieur aux seuils fixés par les directives, passé selon une procédure adaptée pour lequel un avis d'attribution est passé selon les dispositions de l'article 180-1° du décret no 2016-360 du 25 mars 2016"
