BOAMP_AVIS_NUM,G_04_01_Indexation_Datepublication,G_04_02_Indexation_Datelimitereponse,G_04_03_Indexation_Datefindiffusion,G_04_04_Indexation_Classes,G_04_04_01_Indexation_Classes_Classe,G_04_04_01_01_Indexation_Classes_Classe_Code,G_04_04_01_02_Indexation_Classes_Classe_Libelle,G_04_05_Indexation_Descripteurs,G_04_05_01_Indexation_Descripteurs_Descripteur,G_04_05_01_01_Indexation_Descripteurs_Descripteur_Code,G_04_05_01_02_Indexation_Descripteurs_Descripteur_Libelle,G_04_06_Indexation_Criteressociauxenv,G_04_06_01_Indexation_Criteressociauxenv_Sociaux,G_04_06_02_Indexation_Criteressociauxenv_Environnementaux,G_04_07_Indexation_Deppublication,G_04_08_Indexation_Depprestation,G_04_09_Indexation_Resumeobjet
16-105641,2018-01-11 23:00:00,,2018-01-30 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,274,Prestations de services,CF_NIV_SUIV,False,False,75,,Prestation de transports sanitaires pour l'UGECAM Ile de France à Paris
16-105641,2018-01-11 23:00:00,,2018-01-30 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,347,Transport,CF_NIV_SUIV,False,False,75,,Prestation de transports sanitaires pour l'UGECAM Ile de France à Paris
16-116861,2018-01-18 23:00:00,,2018-02-20 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,186,Logiciel,CF_NIV_SUIV,False,False,75,,"fourniture, mise en place et exploitation technique d'un numéro de téléphone ""3bpq&quot; et d'un serveur vocal interactif pour le centre de contacts ""appels non-urgents"" de la PP."
16-116861,2018-01-18 23:00:00,,2018-02-20 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,338,Télécommunications,CF_NIV_SUIV,False,False,75,,"fourniture, mise en place et exploitation technique d'un numéro de téléphone ""3bpq&quot; et d'un serveur vocal interactif pour le centre de contacts ""appels non-urgents"" de la PP."
16-133569,2018-01-28 23:00:00,2018-02-23 14:30:00,2018-02-22 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,True,True,76,,"canton de saint valéry en caux - commune de saint riquier es plains - rd 925 et 69 - aménagement des accès à la nouvelle zone de développement économique - terrassements, assainissement et chaussées"
16-133569,2018-01-28 23:00:00,2018-02-23 14:30:00,2018-02-22 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,199,Matériaux routiers,CF_NIV_SUIV,True,True,76,,"canton de saint valéry en caux - commune de saint riquier es plains - rd 925 et 69 - aménagement des accès à la nouvelle zone de développement économique - terrassements, assainissement et chaussées"
16-133569,2018-01-28 23:00:00,2018-02-23 14:30:00,2018-02-22 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,366,Voirie et réseaux divers,CF_NIV_SUIV,True,True,76,,"canton de saint valéry en caux - commune de saint riquier es plains - rd 925 et 69 - aménagement des accès à la nouvelle zone de développement économique - terrassements, assainissement et chaussées"
16-134901,2018-01-23 23:00:00,,2018-02-25 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,304,"Repas, traiteur",CF_NIV_SUIV,False,False,84,,délégation de service public pour l'exploitation d'un établissement de restauration et services de proximité
17-103453,2018-01-08 23:00:00,,2018-01-30 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,6,Alimentation en eau potable,CF_NIV_SUIV,False,False,86,,mise en séparatif des réseaux d'assainissement et renouvellement du réseau d'eau potable rue du Général de Gaulle à Usson-du-Poitou_groupement de commandes avec la commune d'Usson-du-Poitou
17-103453,2018-01-08 23:00:00,,2018-01-30 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,False,86,,mise en séparatif des réseaux d'assainissement et renouvellement du réseau d'eau potable rue du Général de Gaulle à Usson-du-Poitou_groupement de commandes avec la commune d'Usson-du-Poitou
17-103886,2018-01-04 23:00:00,,2018-02-14 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,6,Alimentation en eau potable,CF_NIV_SUIV,False,False,21,,Concession de service public relative à l'exploitation du service public de l'eau potable de Dijon Métropole
17-109720,2018-01-27 23:00:00,,2018-02-27 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,186,Logiciel,CF_NIV_SUIV,False,False,6,,acquisition de licences et d'extensions de licences des contrats microsoft
17-110354,2018-01-06 23:00:00,,2018-03-04 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,18,Assainissement,CF_NIV_SUIV,False,False,6,,"schéma directeur d'assainissement des communes de roquebillière, la bollène vésubie, belvédère, saint martin vésubie"
17-110839,2018-01-08 23:00:00,,2018-02-19 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,4,Aéronautique,CF_NIV_SUIV,False,False,31,,remplacement des ils de la piste 4 de roissy cdg
17-111263,2018-01-20 23:00:00,,2018-07-18 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,237,Manutention,CF_NIV_SUIV,False,False,75,,Archivage des dossiers de la commission de classification
17-111263,2018-01-20 23:00:00,,2018-07-18 22:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,237,Manutention,CF_NIV_SUIV,False,False,78,,Archivage des dossiers de la commission de classification
17-111294,2018-01-19 23:00:00,,2018-03-17 23:00:00,CF_NIV_SUIV,CF_NIV_SUIV,,,CF_NIV_SUIV,CF_NIV_SUIV,138,Gardiennage,CF_NIV_SUIV,False,True,61,,"prestations d'exploitation des déchetteries, de transport de déchets et de traitement des ordures ménagères pour la communauté urbaine d'alençon"
