BOAMP_AVIS_NUM,D_18_01_Annexed1_Infructueuxouverte,D_18_02_Annexed1_Infructueuxrestreinte,D_18_03_Annexed1_Recherche,D_18_04_Annexed1_Raisonstechniques,D_18_05_Annexed1_Raisonsartistiques,D_18_06_Annexed1_Proprieteintellectuelle,D_18_07_Annexed1_Urgenceimperieuse,D_18_08_Annexed1_Marchecomplementaire,D_18_09_Annexed1_Prestationsidentiques,D_18_10_Annexed1_Laureatsconcours,D_18_11_Annexed1_Matierespremieres,D_18_12_Annexed1_Cessationactivite,D_18_13_Annexed1_Liquidateurs,D_18_14_Annexed1_Horsscope,D_18_15_Annexed1_Explication
18-126046,True,False,False,False,False,False,False,,False,False,,,,False,"Aucune offre n'ayant été déposée, un avis fructuosité a été publié le 5/4/2018. Une nouvelle consultation négociée, en application de l'article 30.1.2 est lancée avec les deux opérateurs économiques agréés par le décret no2016-360 du 25 mars 2016"
18-126304,False,False,False,False,False,False,False,,False,False,,,,True,le présent marché est un marché subséquent passé sur le fondement d'un accord-cadre
18-126780,False,False,False,False,False,True,False,,False,False,,,,False,La société CITYZEN fournit une attestation d'exclusivité selon laquelle elle est seule détentrice des droits patrimoniaux du progiciel Millesime utilisé par le CASVP.
18-126919,False,False,False,False,False,False,False,,False,True,,,,False,"Un avis de concours a été publié le 23 mars 2017. La sélection du lauréat a été réalisée à l'issue de l'organisation d'un concours sur esquisse passé en application de l'article 8 de l'ordonnance nº 2015-899 du 23.7.2015 relative aux marchés publics et des articles 88, 89 et 90 du décret nº 2016-360 du 25.3.2016 relatif aux marchés publics. Un avis de résultat de concours indiquant le lauréat du concours a été publié le 12 juillet 2018. Un marché négocié sans publicité ni mise en concurrence a ensuite été engagé avec le lauréat du concours, conformément aux dispositions de l'article 30 I-6º du décret susvisé. Le marché résultant de la négociation fait l'objet du présent avis d'attribution."
18-127107,False,False,False,False,False,False,False,,False,True,,,,False,"Le présent marché a été attribué selon une procédure négociée sans publicité, ni mise en concurrence suite à la passation d'une procédure de concours de maitrise d'uvre."
18-127375,False,False,False,False,False,True,False,,False,False,,,,False,"La société DIASORIN est la seule à assurer et distribuer exclusivement la formation, la maintenance, les consommables, accessoires, pièces détachées et logiciels rattachés à l'automate BEP III sur le territoire français."
18-128221,False,False,False,True,False,False,False,,False,False,,,,False,"L'accord-cadre est passé sans publicité ni mise en concurrence sur le fondement de l'article 30-I-3 du décret 2016-360 pour poursuivre les prestations de maintenance du logiciel GENNO avec la société Infologic santé pour les groupes hospitaliers (GH) qui ont déjà déployé ce logiciel, à savoir 5 des 12 groupes hospitaliers de l'AP-HP depuis 2013."
18-128230,False,False,False,True,False,False,False,,False,False,,,,False,"La procédure de consultation est le marché négocié sans publicité ni mise en concurrence, en application de l'article 30-I-3 du décret du 25 mars 2016 relatif aux marchés publics en vigueur à la date de lancement de la consultation. Cette procédure est justifiée par le fait que la société MIPS détient l'exclusivité de la réalisation des prestations de maintenance relatives au logiciel "" GLIMS "" et à ses modules. Cette exclusivité porte également sur les prestations complémentaires (installation, formation, paramétrage et mise en oeuvre)."
18-128696,True,False,False,False,False,False,False,,False,False,,,,False,"Les lots 1, 2, 5 et 6 de la consultation lancée le 14 novembre 2017 par l'avis no 17-160805 ont été déclarés infructueux le 6 février 2018 aucune offre n'ayant été déposée dans les délais.Les lots 1, 2, 5 et 6 ont ait l'objet de la procédure de l'article 30-I 2° du décret no 2016-360 du 25 mars 2016 relatif aux marchés publics, soit un marché public négocié sans publicité ni mise en concurrence préalable."
18-128711,False,False,False,False,False,True,False,,False,False,,,,False,"La société THERMO FISHER DIAGNOSTICS, certifie être la seule société autorisée en France à vendre et distribuer le produit Elecsys Brahms PCT permettant de réaliser le dosage de la Pro calcitonine (PCT) sur les automates d' immuno-analyse de la société ROCHE DIAGNOSTICS."
18-129124,False,False,False,False,False,False,False,,False,False,,,,True,Ce marché ne relève pas des marchés à publier au JOUE
18-129192,False,False,False,False,False,True,False,,False,False,,,,False,"ROCHE DIAGNOSTICS FRANCE est la seule société sur le territoire français à distribuer les instruments suivants et la totalité des réactifs et consommables associés destinés aux laboratoires d'analyses. Le présent marché concerne les examens de biologie dans le domaine des marqueurs cardiaques et de lurgence. Dans le cadre du Biogénopole, il a été validé la location déquipements de biochimie de la société Roche Diagnotics  : -	Module E 601 pour CE-CCE-CEE (équipements pour le Biogénopole Nord) ;-	COBAS 8000 module E 602 et COBAS E 411 RACK (équipements pour lhôpital de la Timone et de la Conception)."
18-130641,False,False,False,False,False,True,False,,False,False,,,,False,Les prestations ne peuvent être réalisées que par la société Sigma Informatique pour des raisons tenant à la protection des droits d'exclusivité (exclusivité de l'éditeur quant à la maintenance de son progiciel)
18-130721,False,False,False,False,False,True,False,,False,False,,,,False,"En 2017, une action collective a été engagée par la région Hauts de France afin de doter lensemble de la communauté éducative sur le territoire régional dune seule et même solution relative à un espace numérique de travail (ENT). Le Département de lOise a souhaité sinscrire dans cette démarche afin dacquérir à court terme une nouvelle solution qui serait commune à lensemble des autres partenaires.Compte tenu du délai imparti pour la mise en place de ce nouveau dispositif au niveau régional, soit 2 ans maximum, le Département, dont la volonté est de maintenir la continuité de ce service, na pas dautre choix que de conserver la solution Netcollège actuellement en place.En effet, lacquisition, le déploiement et lamortissement dune nouvelle solution, quelle quelle soit, ne peuvent être assurés sur une durée aussi courte. Cest pourquoi le présent marché ne porte que sur lhébergement, lexploitation et la maintenance de la solution Netcollège, solution qui, au demeurant, répond de manière satisfaisante au besoin du Département.Les droits dhébergement, dexploitation et de maintenance de cette solution relevant exclusivement de la société ITOP, propriétaire, le présent marché ne peut être conclu quavec cette dernière."
