BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
18-51913,Mairie de Lentilly,None, VAGNIER Nicole,,,15 rue de la Mairie,69210,Lentilly,,04-74-01-70-49,,04-74-01-87-41,administration@mairie-lentilly.fr,http://www.mairie-lentilly.fr/,http://www.mairie-lentilly.fr/,,,,,False,False,,False,False
18-51914,Régie Ligne d'Azur,None, COMMANDE PUBLIQUE,,,RLA - Centre Opérationnel du Tramway2 boulevard Henri Sappia,06100,Nice,,(+33) 4-93-16-52-52,,(+33) 4-93-16-55-04,marches@lignesdazur.fr,,https://www.marches-securises.fr,,,,,False,False,,False,False
18-51916,Université de Valenciennes,None,Julie Boulinguiez,,,Campus du Mont Houy,59313,Valenciennes cedex 09,,,,,julie.boulinguiez@univ-valenciennes.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-51917,SMEA31,None,,,FRJ23,"3, Rue André Villet ZI MONTAUDRAN",31400,Toulouse,,(+33) 5-61-17-30-30,,,achats@reseau31.fr,https://www.reseau31.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_6rTfvDDl5m,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_6rTfvDDl5m,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_6rTfvDDl5m,False,True,,False,True
18-51918,Ville de Thionville,None,,Mme BASSAN,FRF33,rue Georges Ditsch,57100,Thionville,,,,,marches.publics@agglo-thionville.fr,http://marches.mairie-thionville.fr,http://marches.mairie-thionville.fr,,http://marches.mairie-thionville.fr,http://marches.mairie-thionville.fr,,False,True,,False,True
18-51919,SDIS 69,None,M. Barbanceys Jean-marc,,,17 rue Rabelais,69421,Lyon cedex 03,,,,04-72-84-38-37,marchespublics@sdmis.fr,http://www.sdmis.fr,,,,,,False,False,,False,False
18-51920,CC des Vals de Saintonge,None,,Michel PELLETIER,FRI32,"55, rue Michel Texier",17413,SAINT JEAN D'ANGELY Cedex,,(+33) 5-46-33-24-77,,,michel.pelletier@cdcvalsdesaintonge.fr,http://http://www.valsdesaintonge.fr/,http://cc-valsdesaintonge.e-marchespublics.com,,,,,False,True,,False,True
18-51921,CENTRE HOSPITALIER UNIVERSITAIRE,None,,,FRJ12,Place du professeur robert debré,30029,Nîmes cedex 9,,,,,anais.chana@chu-nimes.fr,https://www.achats-hopitaux.com,,,,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=374305&orgAcronyme=x7c,,False,True,,False,True
18-51922,LYCEE GAL TECHNOLOGIQUE JEAN MONNET,None,SELBONNE Josie,,,Place de l'Europe,78940,La queue lez yvelines,,01-34-86-66-70,,01-34-86-66-99,int.0781839a@ac-versailles.fr,,,,,,,False,False,,False,False
18-51923,Mairie de Varades,None,Maire de Loireauxence,,,182 rue du Maréchal FochVarades,44370,Loireauxence,,02-40-98-33-03,,,,,,,,,,False,False,,False,False
18-51924,VALLEE SUD GRAND PARIS,None, OLIVIER DE SARDAN Seynabou,,,28 rue de la redoute,92260,Fontenay-aux-Roses,,01-55-95-95-37,,,seynabou.olivierdesardan@valleesud.fr,http://valleesud.e-marchespublics.com,http://valleesud.e-marchespublics.com,,,,,False,False,,False,False
18-51926,COMMUNE DE SAINTE MARIE DE RE,None,Mme Barneaud,,,32 rue de la RépubliqueCS 20010,17740,Sainte Marie de Ré,,05-46-30-21-24,,,,,,,,,,False,False,,False,False
18-51927,Ministères économiques et financiers,None,Mme VILLE Audrey,,,52 rue Liandier,13008,Marseille,,,,,,,,,,,,False,False,,False,False
18-51928,Collectivité de Corse,None, le Président du Conseil Exécutif,,,"Direction de la Commande Publique, Service de gestion des procédures de marchés, 11, bis Rue Del'Pellegrino BP 414",20183,AJACCIO,,04-95-29-15-30,,04-95-29-12-56,jean-laurent.forni@corsedusud.fr,http://www.isula.corsica,http://www.corsedusud.fr/marches-publics/tous-marches/,,,,,False,False,,False,False
18-51929,EPPDCSI,51958785100014,,,FR101,Avenue Franklin D. Roosevelt,75008,Paris,,,,,christine.kauffmann@universcience.fr,http://www.universcience.fr/fr/accueil,http://www.universcience.fr/fr/accueil,,http://www.universcience.fr/fr/accueil,http://www.universcience.fr/fr/accueil,,False,True,,False,True
18-51930,DEPARTEMENT DES PYRENEES-ORIENTALES,None,"Mme MALHERBE Hermeline, Madame la Présidente du Département",,,24 quai Sadi Carnot BP 906,66906,PERPIGNAN,,04-68-85-85-85,,,correspondre@aws-france.com,http://www.ledepartement66.fr/,http://agysoft.marches-publics.info/,,,,,False,False,,False,False
18-51931,Ville de Châteauneuf-sur-Loire,None,"Mme GALZIN Florence, Maire",,,1 Place Aristide Briand BP 29,45110,CHATEAUNEUF-SUR-LOIRE,,02-38-58-41-18,,02-38-58-39-10,mairie@chateauneufsurlorie.fr,http://www.chateauneuf-sur-loire.com,http://approlys.marches-publics.info/,,,,,False,False,,False,False
