BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
18-66620,Collectivité de Saint Martin,None, Monsieur le Président,,,"Hôtel de la collectivité, Marigot BP 374",97054,Saint-Martin Cedex,,(+33) 5-90-87-50-04,,(+33) 5-90-87-93-45,daniel.gibbes@com-saint-martin.fr,https://www.com-saint-martin.fr,https://www.marches-securises.fr,,,,,False,False,,False,False
18-66621,MINDEF/DCSSF/AntenneNouvelle Calédonie,None,"Marine/SSF NC, à l'attention de Mr le directeur de l'antenne du service de soutien de la flotte en Nouvelle Calédonie",STEPHANE MONTEVILLE,,"MARINE NATIONALE / Antenne du service de soutien de la flotte en Nouvelle CalédonieSSF NCBP 38Contact : Marine/SSF NC, à l'attention de Mr le directeur de l'antenne du service de soutien de la flotte en Nouvelle Calédonie",98843,Nouméa,NC,(+68)7 -29-41-59,,,stephane.monteville@intradef.gouv.fr,,,,,,,False,False,,False,False
18-66622,EAU D'EXCELLENCE,None,Luc RAGUEL,,,"18 ZAC de HOUELBOURG III, Voie Verte, zone industrielle de Jarry",97122,Baie Mahault,,05-90-41-33-00,,05-90-41-33-01,commandepublique@eaudexcellence.fr,http://eaudexcellence.fr,http://eguadeloupe.com,,,,,False,False,,False,False
18-66624,CCIR PACA,None,M. DESIGAUX Dominique,,,8 rue Neuve Saint-Martin CS 81880,13221,Marseille cedex 01,,04-91-39-58-70,,,marchespublics@ccimp.com,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=378234&orgAcronyme=l2m,,,,,,False,False,,False,False
18-66625,GIE Télémédecine Océan Indien,None,,,FRY4,"14 chemin des Anglais, Bâtiment A, local 3",97420,Le port,,(+26)2- 2-62-77-01-00,,,h.doisy@tesis.re,http://www.tesis.re,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
18-66626,Ville de Tassin La Demi Lune,None,"M. Pascal CHARMOT, Maire",,,Place Hippolyte Péragut - BP 58,69812,Tassin la demi-lune,,04-72-59-22-11,,04-72-59-22-12,marchespublics@villetassinlademilune.fr,http://www.tassinlademilune.fr,https://www.marches-publics.info,,,,,False,False,,False,False
18-66627,Conseil général de l'Isère,None,,,FRK24,9 rue Jean Bocq Cedex 1 CS41096,38022,GRENOBLE,,(+33) 4-76-00-30-68,,(+33) 4-76-00-39-19,mobilites@isere.fr,http://www.isere.fr,https://marchespublics.isere.fr,http://www.isere.fr,http://www.isere.fr,,,False,True,,False,True
18-66628,S.E.M.I.S.A.P.,None,M. ISNARD Nicolas,,,"321 rue de l'AC Champion, CS 20 163",13654,Salon de provence cedex,,(+33) 4-90-53-16-81,,(+33) 4-90-53-30-14,marches@semisap.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
18-66629,Département du Morbihan,None,M. DABOUIS Frédéric,,,Impasse Joseph Loth CS 82400,56009,VANNES,,02-97-54-82-37,8237,02-97-54-59-89,marchesroutiers@morbihan.fr,http://www.megalisbretagne.org,https://marches.megalisbretagne.org,,,,,False,False,,False,False
18-66630,GIE Télémédecine Océan Indien,None,,,FRY4,"14 chemin des Anglais, Bâtiment A, local 3",97420,Le port,,(+26)2- 2-62-77-01-00,,,h.doisy@tesis.re,http://www.tesis.re,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
18-66633,Ville de Bavilliers,None,Monsieur le Maire de Bavilliers,,,38 Grande rue François Mitterrand,90800,Bavilliers,,03-84-57-38-88,,,,,,,,,,False,False,,False,False
