BOAMP_AVIS_NUM,D_12_01_Conditionrelativemarche_Cautionnement,D_12_02_Conditionrelativemarche_Financement,D_12_03_Conditionrelativemarche_Formejuridique,D_12_04_Conditionrelativemarche_Participationelectroniqueoui,D_12_05_Conditionrelativemarche_Participationelectroniquenon,D_12_06_Conditionrelativemarche_Autresconditionspartoui,D_12_07_Conditionrelativemarche_Autresconditionspartnon,D_12_08_Conditionrelativemarche_Unitemonetaireeur,D_12_09_Conditionrelativemarche_Francaisseul,D_12_10_Conditionrelativemarche_Langues,D_12_10_01_Conditionrelativemarche_Langues_Langue,D_12_10_02_Conditionrelativemarche_Langues_Autres
16-108903,,"Les prestations, objet du présent marché, seront rémunérées dans les conditions fixées par les règles de comptabilité publique.Financement : ressources propres de la commune. Le marché est réglé par application du prix global et forfaitaire (décomposition prix global et forfaitaire en annexe de l'acte d'engagement). Les prix du marché sont révisables. Le paiement s'effectue par mandat administratif. Le délai global de paiement est de 30 jours, à compter de la date de réception de la facture par la Commune. Le taux des intérêts moratoires est celui de la B.C.E. en vigueur à la date à laquelle les intérêts ont commencé à courir, augmenté de huit points et en sus, une indemnité forfaitaire pour frais de recouvrement fixée à 40 euros.","Les candidatures et les offres seront présentées par une seule entreprise ou par un groupement d'entreprises. Aucune forme de groupement n'est imposée par le pouvoir adjudicateur. Toutefois en application de l'article 45-III du Décret du 25/03/2016, en cas d'attribution à un groupement conjoint, le mandataire sera solidaire, pour l'exécution du marché, de chacun des membres du groupement pour ses obligations contractuelles. En application de l'article 45-V du Décret susvisé, il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements, et en qualité de membres de plusieurs groupements.",False,False,,True,True,False,CF_NIV_SUIV,['FR'],
16-161210,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
17-118450,-Pas de retenue de garantie,-délai global de paiement : selon la règlementation applicable en comptabilité publique.-Financement sur fonds propres.,Le pouvoir adjudicateur ne souhaite imposer aucune forme de groupement à l'attributaire de l'accord-cadre.Il est interdit aux candidats de présenter plusieurs offres en agissant à la fois en qualité de candidats individuels et de membres d'un ou plusieurs groupements ou en qualité de membres de plusieurs groupements.,False,False,,True,True,False,CF_NIV_SUIV,['FR'],
17-131459,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
17-133669,,,,True,False,,False,False,False,CF_NIV_SUIV,['FR'],
17-146662,"Par dérogation à l'article 28 du cahier des clauses administratives générales applicables aux marchés de fournitures courantes et de services, le titulaire est tenu de garantir le pouvoir adjudicateur contre tous les vices, les désordres ou les malfaçons empêchant l'utilisation du/des équipement(s).Dans ce cas, le titulaire met en oeuvre tous les moyens à sa disposition afin de garantir la continuité de l'activité du pouvoir adjudicateur.Il n'est pas prévu de retenue de garantie.","Les prestations prévues au marché sont financées sur les fonds propres (budget principal) du pouvoir adjudicateur.Les prestations prévues au marché sont, conformément à la législation et/ou réglementation en vigueur, payées à 50 jours par virement administratif.","Les soumissionnaires sont autorisés à se porter candidat sous forme de groupement solidaire ou de groupement conjoint, sous réserve du respect des règles relatives à la concurrence. Quelle que soit la forme du groupement, l'un des candidats membres de ce groupement, devra être désigné dans l'acte d'engagement comme mandataire. Le mandataire représente l'ensemble des membres vis-à-vis du pouvoir adjudicateur, et coordonne les prestations des membres du groupement.Aucune forme de groupement n'est imposée pour la présentation de la candidature et/ou de l'offre.",False,False,,False,True,False,CF_NIV_SUIV,['FR'],
17-157423,,,,False,False,,False,True,False,CF_NIV_SUIV,['FR'],
17-160024,,,,True,False,,True,False,False,CF_NIV_SUIV,['FR'],
17-164452,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
17-167877,,,,False,True,,False,False,False,CF_NIV_SUIV,['FR'],
