BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
12-87101,Commune de LALANDE DE POMEROL,None,M. Philippe DURAND-TEYSSIER,,,Le Bourg,33500,Lalande de Pomerol,,,,,,http://www.lalandedepomerol.fr,https://demat-ampa.fr,,,,,False,False,,False,False
16-20918,CCAS de Montpellier,None,Monsieur le Président,,,125 place thermidor,34045,Montpellier Cedex 01,,,,,,http://marches.montpellier3m.fr,http://marches.montpellier3m.fr,,,,,False,False,,False,False
16-32143,Préfecture de la Vendée,None,Représentée par la Direction Départementale des Territoires et de la Mer de la Vendée,,,19 rue MontesquieuBP 60827,85021,La roche sur yon,,02-51-44-31-67,,02-51-05-57-63,yannick.marolleau@vendee.gouv.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
17-107672,S.F.T.R.F.,None,M. le Directeur Général,,,Plate-forme du tunnel,73500,Modane,,(+33)4-79-20-26-00,,(+33)4-79-20-26-10,marchespublics@tunneldufrejus.com,http://www.sftrf.fr,,,,,,False,False,,False,False
17-107696,S.F.T.R.F.,None,M. le Directeur Général,,,Plate-forme du Tunnel,73500,Modane,,(+33)4-79-20-26-00,,(+33)4-79-20-26-10,marchespublics@tunneldufrejus.com,http://www.sftrf.fr,,,,,,False,False,,False,False
17-107742,S.F.T.R.F.,None,M. le Directeur Général,,,Plate-forme du Tunnel,73500,Modane,,(+33)4-79-20-26-00,,(+33)4-79-20-26-10,marchespublics@tunneldufrejus.com,,http://www.sftrf.fr,,,,,False,False,,False,False
17-107773,S.F.T.R.F.,None,M. le Directeur Général,,,Plate-forme du Tunnel,73500,Modane,,(+33)4-79-20-26-00,,(+33)4-79-20-26-10,marchespublics@tunneldufrejus.com,http://www.sftrf.fr,,,,,,False,False,,False,False
17-108239,Département de Seine Maritime,None,M. le Président du Département de Seine Maritime,,,hôtel du Département Quai Jean Moulin CS 56101,76101,Rouen cedex 01,,,,02-35-03-55-42,,http://www.seinemaritime.net,http://www.mpe76.fr,,,,,False,False,,False,False
17-115164,Ministère de l'éducation nationale,11004301500012,,,FR101,"Ministère de léducation nationale et ministère de lenseignement supérieur, de la recherche et de linnovation, Secrétariat général, Mission des Achats pour les Direction générale de lenseignement scolaire, Direction générale de lenseignement supérieur et de linsertion professionnelle, Direction générale des ressources humaines et la Direction du numérique pour l'éducation, 61-65 rue Dutot.",75732,Paris Cedex 15,,(+33) 1-55-55-00-83,,,jean-jacques.pomies@education.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
17-121626,CARMF,None,M le Directeur,,,46 rue Saint Ferdinand,75017,Paris,,01-40-68-32-00,,01-40-68-33-70,contrats@carmf.fr,http://www.carmf.fr,http://carmf.e-marchespublics.com,,,,,False,False,,False,False
