BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
18-91289,Conseil départemental de la Creuse,None,Mme Vanessa Larère,,,Hôtel du Département - Dag - Bureau des Marchés Publics - 4 Place Louis Lacrocq - B.P. 250 -,23011,Guéret Cedex,,(+33)5-44-30-26-81,,(+33)5-44-30-26-84,bureau-marches@creuse.fr,,https://marchespublics.creuse.fr,,,,,False,False,,False,False
18-91292,Vice-rectorat de Mayotte,None," des Constructions Scolaires Division, DCS",,,BP 76,97600,Mamoudzou,,,,,,,,,,,,False,False,,False,False
18-91293,Chu de clermont-ferrand,26630746100019,,PHARMACIE CADMS,FRK14,58 rue montalembert,63003,Clermont-ferrand cedex 1,,(+33) -04-73-75-17-74,,,stuffery@chu-clermontferrand.fr,https://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,True,,False,True
18-91294,COMMUNE DE CONDE EN NORMANDIE,None,Mairie de Condé en Normandie,,,Hôtel de Ville,14110,Condé en Normandie,,02-31-59-15-50,,,apelet@condenormandie.fr,,,,,,,False,False,,False,False
18-91296,Ville de Besançon,None,,,FRC21,"2, rue Mégevand",25034,BESANCON,,(+33) 3-81-61-50-50,,(+33) 3-81-61-50-99,besancon@besancon.fr,http://www.besancon.fr,https://www.marches.grandbesancon.fr,,,,,False,True,,False,True
18-91297,Ville d'Elbeuf sur Seine,None,Philippe PONS,,,Hôtel de Ville - Place Aristide Briand - B.P. 300,76503,Elbeuf sur Seine,,02-32-96-90-11,,02-32-96-90-44,,,http://www.mairie-elbeuf-marches.com,,,,,False,False,,False,False
18-91298,CC DES HAUTES VOSGES,None,Service marchés publics,,,Bp 60091,88403,Gérardmer cedex,,,,,spierrel@cchautesvosges.fr,,http://www.xmarches.fr/V2/entreprise/detailConsultation.php?key=6350,,,,,False,False,,False,False
18-91299,Le Touquet Paris-Plage-Tourisme,None,,,FR,Palais des Congrès Place de l'Hermitage,62520,LE TOUQUET,,(+33) 3-21-06-72-05,,(+33) 3-21-06-72-17,marchestouquettourisme@letouquet.com,http://www.klekoon.com,http://www.klekoon.com,,http://www.klekoon.com,,,False,True,,False,True
18-91300,Communauté d'Agglo Epinal-Golbey,None,,,FRF34,4 Rue Louis Meyer,88190,Golbey,,,,,leila.cledat@agglo-epinal.fr,http://www.agglo-epinal.fr,http://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
18-91301,Conseil départemental de la Manche,None,"Mme BARBET Isabelle, Conseil Départemental de la Manche",,,Service de la commande publiqueService de la commande publique et des moyens généraux,50050,Saint-lô cedex,,02-33-05-94-40,,,,https://marches-publics-manche.fr,,,,,,False,False,,False,False
