BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
07-326568,Var Aménagement Développement,None,M. le Directeur Général,,,Tour l'AlbatrosAvenue d'EntrecasteauxBP 1406,83056,Toulon Cedex,,04-94-03-95-95,,04-94-03-95-75,hyerescoeurdeville@vad83.eu,http://www.var-amenagement-developpement.fr,http://achatpublic.fr,,,,,False,False,,False,False
11-79576,SYNDICAT D'AMENAGEMENT DE L'AIRE,None,Alain Jeannesson,,,16 rue thiers,55120,clermont-en-argonne,,03-29-87-40-12,,,sm3a55120@yahoo.fr,,,,,,,False,False,,False,False
15-1810,DDT de l'Yonne,None,Monsieur le directeur départemental des territoires de l'Yonne,,,3 rue MongeBP79,89011,Auxerre,,,,,,,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
17-125610,SPL Lyon Confluence,None,,,FR,73 rue Smith,69002,Lyon,,(+33) 4-78-38-74-00,,,sjosse@lyon-confluence.fr,http://www.lyon-confluence.fr/,,,,,,False,True,,False,True
17-154685,Rouen Habitat,None,,Email : contact@rouenhabitat.fr,FR,5 place du Général de GaulleBP 16,76001,Rouen,,(+33) 2-35-15-61-61,,(+33) 2-35-15-61-16,contact@rouenhabitat.fr,https://www.marches-publics.info/accueil.htm,https://www.marches-publics.info/accueil.htm,,https://www.marches-publics.info/accueil.htm,https://www.marches-publics.info/accueil.htm,,False,True,,False,True
17-154708,SDIS 05,None,M. le Président du Conseil d'Administration,,,Centre Colonel Patrice Blanc10 quartier patacBp 1003,05010,Gap cedex,,04-92-40-18-00,,04-92-40-18-14,marchespublics@sdis05.fr,,http://www.achatpublic.com,,,,,False,False,,False,False
17-172976,Département du Tarn,22810001200019,,,FRJ27,"Hôtel du Département, Lices Georges Pompidou",81013,Albi,,(+33) 5-63-45-64-68,,(+33) 5-63-45-66-38,bureaumarches.81@tarn.fr,http://www.sis-marches.marches-publics.info/acheteur/tarn/,http://www.sis-marches.marches-publics.info/acheteur/tarn/,,,,,False,False,,False,False
17-174612,S.E.M.E.C,38315023200015,,Service des marchés - Téléphone : (+33) 4 92 99 31 41,FRL03,"Société dÉconomie Mixte pour les Événements Cannois (Palais des Festivals et des Congrès), La Croisette, CS 30051,",06414,Cannes Cedex,,(+33) 4-93-39-01-01,,(+33) 4-93-99-37-34,westphal@palaisdesfestivals.com,http://www.palaisdesfestivals.com,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
17-88885,Commune de Bernin,None,,,FRK,,38190,BERNIN,,,,,service-technique@bernin.fr,https://www.bernin.fr/,https://ok.marchespublicsaffiches.com,,,,,False,True,,False,True
18-100099,Commune du Tampon,None,,service de la commande publique,FRY40,256 rue Hubert Delisle,None,Le Tampon,,,,,smp@mairie-tampon.fr,http://www.webmarche.adullact.org,http://www.webmarche.adullact.org,,,,,False,True,,False,True
18-100100,Commune du Tampon,None,,service commande publique,FRY40,256 rue Hubert Delisle,97430,Le Tampon,,(+26) -22-62-57-86-32,,(+26) -22-62-57-87-38,smp@mairie-tampon.fr,http://www.webmarche.adullact.org,http://www.webmarche.adullact.org,,,,,False,True,,False,True
18-100139,Ville de Creil,None,,M. Jean-Claude VILLEMAIN - Maire de Creil,FRE22,"Place François Mitterrand, bp 76",60109,Creil cedex,,(+33) 3-44-29-50-00,,(+33) 3-44-29-50-02,sandrine.fernandes@mairie-creil.fr,http://www.creil.fr,http://www.achatpublic.com,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_LjcJ12QMUi&amp;v=1&amp;selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_LjcJ12QMUi&amp;v=1&amp;selected=0,,False,False,,False,False
18-100145,SEDRE,None,Monsieur le Directeur Général,,,"mandataire agissant au nom et pour le compte de la Commune de Saint Paul, 53 rue de Paris - BP 40172",97464,Saint Denis Cedex,RE,02-62-94-76-00,,02-62-94-76-13,batiments@sedre.fr,http://www.marches-publics.info,http://www.marches-publics.info,,,,,False,False,,False,False
18-100185,Conseil Général de La Moselle,None,,,FRF33,1 rue du pont moreaucs 11096,57036,Metz cedex 1,,,,,smp@moselle.fr,https://marchespublics.moselle.fr,,,,,,False,True,,False,True
18-100201,CINOR,None,,"service des marchés et des contrats (2ème étage), à l'attention de M. le Président",FRY40,"Communauté Intercommunale du Nord de la Réunion 3, rue de la Solidarité  CS 61025",97495,sainte clotilde cedex,RE,(+33) -02-62-92-34-27,,(+33) -02-62-92-53-87,achat.marche@cinor.org,http://www.cinor.fr,,,,,,False,True,,False,True
18-100241,Ville de Dijon,None,,,FR,,None,Dijon,,,,,marches-publics@ville-dijon.fr,http://www.achatpublic.com,,,,,,False,True,,False,True
18-100313,CHERBOURG-EN-COTENTIN,None,,,FRD12,,None,CHERBOURG-EN-COTENTIN,,,,,marches@lacuc.fr,http://www.cherbourg.fr,http://www.klekoon.com,,http://www.klekoon.com/detail-consultation/73647/1,http://www.klekoon.com/detail-consultation/73647/1,,False,True,,False,True
18-100367,SDIS de l'Isère,None,M. le président du conseil d'administration,,,24 rue René Camphin,38600,Fontaine,,04-76-26-89-73,,04-76-26-88-93,gaf.marche.tous@sdis38.fr,http://sdis38.fr,http://sdis38.achatpublic.comp,,,,,False,False,,False,False
18-100403,Commune du Tampon,None,,,FRY4,256 rue Hubert Delisle,97430,LE TAMPON,RE,(+26) -22-62-57-86-78,,(+26) -22-62-57-87-38,smp@mairie-tampon.fr,http://www.webmarche.adullact.org,http://www.webmarche.adullact.org,,http://www.webmarche.adullact.org,http://www.webmarche.adullact.org,,False,True,,False,True
18-100447,MINDEF/SIMMAD,None,Madame la directrice de la DMAé,,,Direction de la Maintenance Aéronautique60 boulevard du général Martial ValinCS 21623,75509,Paris Cedex 15,,(+33) 5-33-05-38-25,,,simmad-scf.resp-contrat.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
18-100485,Commune du Tampon,None,,Service de la commande publique,FRY40,256 rue Hubert Delisle,97430,LE TAMPON,RE,(+26) 2-62-57-86-78,,(+26) 2-62-57-87-38,smp@mairie-tampon.fr,https://webmarche.adullact.org,https://webmarche.adullact.org,,,,,False,True,,False,True
18-100561,Centre Hospitalier de Lens,None,,,FR,,None,62307 LENS Cédex,,,,,mbarbaut@ch-lens.fr,http://www.ch-lens.fr,https://www.marches-publics.gouv.fr,,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&amp;AllCons&amp;refConsultation=387866&amp;orgAcronyme=x7c,,False,True,,False,True
18-100581,Ville de Montpellier,None,Monsieur le Maire,,,1 place Georges Frêche,34267,Montpellier cedex 2,,(+33)4-67-34-87-63,,(+33)4-99-06-06-85,commandepublique@ville-montpellier.fr,http://www.montpellier.fr,https://marches.montpellier3m.fr,,,,,False,False,,False,False
18-100695,HAUT VAL DE MARNE DEVELOPPEMENT,None,Philippe Rabillon,,,"Début octobre 2018, Haut Val de Marne Développement (HVMD) deviendra :Grand Paris Sud Est Avenir Développement (GPSEAD)Le changement de dénomination sociale est effectué par le Conseil du Territoire Grand Paris Sud Est Avenir et par l'assemblée générale des administrateurs de la SPLA, en application des lois MAPTAM et NOTRe ordonnant le transfert de la compétence "" Aménagement "" des communes aux établissements publics territoriaux pour 2018. Adresse GPSEAD : Europarc - 14 rue le Corbusier",94046,Créteil cedex,,,,,,,,,,,,False,False,,False,False
18-100727,MINARM/TERRE/SIMMT,None,Monsieur le sous-directeur des contrats,,,Etablissement ingénieur jayatCS 30704,78013,Versailles,,(+33) 1-39-67-27-52,,,simmt-sdc-berc-cmf.agt.fct@intradef.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
18-100977,CHERBOURG-EN-COTENTIN,None,,,FRD12,10 place Napoléon,50100,CHERBOURG-EN-COTENTIN,,,,,marches@lacuc.fr,http://www.cherbourg.fr,http://www.klekoon.com,,http://www.klekoon.com/detail-consultation/73648/1,http://www.klekoon.com/detail-consultation/73648/1,,False,True,,False,True
18-100983,DEPARTEMENT DU BAS RHIN,None,,,FRF11,Place du Quartier Blanc,67000,Strasbourg,,,,,aapc.scp@bas-rhin.fr,https://wwwbas-rhin.fr/acces-direct/les-marches-publics,https://alsacemarchespublics.eu,,https://alsacemarchespublics.eu,https://alsacemarchespublics.eu,,False,True,,False,True
18-101006,CHERBOURG-EN-COTENTIN,None,,,FR,10 place Napoléon,50100,Cherbourg-en-cotentin,,(+33) 2-50-70-11-30,,,contactcec.commandepublique@cherbourg.fr,http://www.cherbourg.fr,http://www.klekoon.com,,,http://www.klekoon.com,,False,True,,False,True
18-101021,Ville de Mougins,None,M. le Maire ou son adjoint délégué,,,Service des marchés publicsCS61000,06251,Mougins cedex,,04-92-92-58-24,,04-92-92-58-59,marches@villedemougins.com,,http://www.marches-securises.fr,,,,,False,False,,False,False
18-101024,A.P.I.J.,None,secrétariat APIJ EP7,,,APIJ / 30 rue du château des rentiersCode Nuts : FR /no SIRET : 18009225600015,75013,Paris,,01-53-94-88-91,,,,http://www.apij.justice.fr,http://www.achatpublic.com,,,,,False,False,,False,False
18-101048,CINOR,None,,"service des marchés et des contrats (2ème étage), à l'attention de M. le Président",FRY40,"Communauté Intercommunale du Nord de la Réunion, 3 rue de la Solidarité  CS 61025",97495,SAINTE CLOTILDE CEDEX (REUNION - FRANCE),RE,(+33) -02-62-92-34-27,,(+33) -02-62-92-53-87,achat.marche@cinor.org,http://www.cinor.fr,,,,,,False,True,,False,True
18-101050,SEAA,None,M le Directeur General de Proteame,,,6 rue des mésanges BP 90023,08005,Charleville-mézières,,03-24-57-65-65,,,crousseaux@proteame.fr,http://seaa.achatpublic.com,https://seaa.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_ChPfcCjFQX,,,,,False,False,,False,False
18-101101,REGION GRAND EST,None,,,FRF,1 place Adrien ZellerBP91006,67070,Strasbourg Cedex,,,,,dcp.strasbourg@grandest.fr,https://www.grandest.fr,https://www.marchespublics.grandest.fr,,,,,False,True,,False,True
18-101173,Communauté Urbaine d'Alençon,None,Service de la Commande publique,,,18 Rue de Bretagne CS 50362,61014,Alençon,,02-33-32-40-78,,,scp@ville-alencon.fr,http://www.cu-alencon.fr/,https://marches.local-trust.com/cu-alencon/,,,,,False,False,,False,False
18-101290,Cté de Cnes Eure Madrie Seine,None,Madame la présidente,,,21 rue de tournebutaubevoye,27940,le val d'hazey,,02-32-53-87-00,,02-32-53-86-99,contact@ccems.fr,http://www.cc-euremadrieseine.fr,http://www.mpe27.com,,,,,False,False,,False,False
18-101308,COMMUNE DE ROUEN,None,"ROBERT Yvon, Pouvoir Adjudicateur",,,Place du Général de Gaulle,76037,Rouen,,,,,,http://www.mpe76.fr,,,,,,False,False,,False,False
18-101314,Grand Besançon,None,"M. FOUSSERET Jean-Louis, Président",,,2 rue Gabriel Plançon,25043,Besançon,,(+33)3-81-61-51-24,,,grands-travaux@grandbesancon.fr,http://www.grandbesancon.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
18-101327,DGA/DO/S2A,None,M. le chef du Service des Achats d'Armement,,,"Ministère des armées - Direction Générale de l'Armement - Direction des Opérations - Service des Achats d'Armement60, boulevard du Général Martial Valin - CS 21623",75509,Paris cedex 15,,(+33) -09-88-67-07-35,,,,,,,,,,False,False,,False,False
18-101512,Régie des Eaux de Montpellier 3M,None,Regie des Eaux Montpellier 3 M,,,391 rue de la Font Froide,34197,Montpellier,,04-34-08-71-44,,,marches@regiedeseaux.montpellier3m.fr,,http://marches.montpellier3m.fr,,,,,False,False,,False,False
18-101591,OPPIC,None,,,FR101,30 rue du château des rentiers,75013,PARIS,,,,,departement.marches@oppic.fr,http://www.oppic.fr,http://www.marches-publics.gouv.fr,,,,,False,True,,False,True
18-101678,Ville de Toulon,None,,Direction de la Commande publique,FRL05,"hôtel de Ville avenue de la République C.S. 71407 à l'attention de M. le Maire de Toulon - ancien Ministre,",83056,Toulon,,(+33) 4-94-36-33-72,,,marchespublics@mairie-toulon.fr,http://www.toulon.fr/marches-publics,http://www.achatpublic.com,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
18-101687,Ville d'Avignon,None,Madame le Maire,,,Hôtel de Ville - Place de l'Horloge,84045,Avignon cedex 09,,04-90-80-83-14,,04-90-80-69-96,commande.publique@mairie-avignon.com,http://www.avignon.fr,https://avignon-marchespublics.omnikles.com/,,,,,False,False,,False,False
18-101944,S.P.L Midi-Pyrénées Construction,None,"SPL MPC (société publique locale) à l'attention de Stéphanie PAILHAS, mandataire agissant au nom et pour le compte de la Région Occitanie",,,mandataire agissant au nom et pour le compte de la Région Occitanie 11 avenue Parmentier Central Parc 2 4e étage B.P 22414,31086,Toulouse cedex 2,,05-62-72-42-12,,05-61-57-23-13,stephanie.pailhas@cogemip.fr,http://www.laregion.fr,http://splmpc.achatpublic.com,,,,,False,False,,False,False
18-101988,CPAM du Calvados,None,,,FRD11,108 boulevard Jean Moulin,14031,Caen,,,,,cellule.marches.cpam-caen@assurance-maladie.fr,https://www.ameli.fr/calvados/,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_4mT38IjL38,,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_4mT38IjL38,,False,True,,False,True
18-102143,Cté Communues Dombes Saône Vallée,None,"Bernard Grison, Président",,,"627 Route de Jassans, bp231 - cs60231",01602,Trévoux cedex,,04-74-08-97-53,,,q.portier@ccdsv.fr,,http://marchespublics.ain.fr,,,,,False,False,,False,False
18-102366,MINARM/DMAé,None,Madame la directrice de la DMAé,,,"Direction de la Maintenance Aéronautique - Balard Parcelle Victor, 60 boulevard du général Martial Valin, CS21623",75509,Paris Cedex 15,,(+33) 5-33-05-38-25,,,simmad-scf.resp-contrat.fct@intradef.gouv.fr,,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=386257&orgAcronyme=g7h,,,False,False,,False,False
18-102414,CENTRE HOSPITALIER REG DE MARSEILLE,None,,,FRL04,80 rue Brochier,13005,Marseille,,,,,da-marches@ap-hm.fr,http://www.ap-hm.fr,,,,,,False,True,,False,True
18-102424,Ville de Corbas,None,Monsieur le Maire,,,Place Charles Jocteur,69960,Corbas,,04-72-90-03-00,,,,,http://www.achatpublic.com,,,,,False,False,,False,False
18-102504,CH DE BOUR EN BRESSE FLEYRIAT,None,,Cellule des Marchés,FRK21,900 route de Paris - CS 90401,01012,Bourg-en-Bresse Cedex,,(+33) 4-74-45-45-22,,(+33) 4-74-45-46-12,cellulemarches@ch-bourg01.fr,http://www.ch-bourg-en-bresse.fr/marches-publics.htm,http://www.achat-hopital.com/,,,,,True,False,,False,True
18-102524,Département des Alpes-Maritimes,None,,,FRL03,"direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - direction des finances, de l'achat et de la commande publique - service des marchés - cadam - 147 Bd du Mercantour - tour Jean Moulin - bureau 630, B.P. 3007 (du lundi au vendredi, de 9h à 11h45 et de 13h30 à 16h)",06201,Nice Cedex 3,,(+33) 4-97-18-63-68,,(+33) 4-97-18-76-62,marches@departement06.fr,https://www.e-marches06.fr,,,https://www.e-marches06.fr,https://www.e-marches06.fr,,False,True,,False,True
18-102551,Ville du Havre,None,,,FRD22,1517 Place de l'Hôtel de ville - CS 40051,76084,Le Havre,,(+33) 2-35-19-43-66,,(+33) 2-35-19-44-66,secretariatcao@codah.fr,http://www.lehavre.fr,http://www.mpe76.fr,,,,,True,False,,False,True
18-102594,DGA/DO/S2A,None,M. l'adjoint du chef du Service des achats d'armement,Bruno Chatelain,,"Ministère des Armées - Direction Générale de l'armement- Direction des opérations - Service des achats d'armement MINARM/DGA/DO/S2A - 60, boulevard du général Martial Valin - CS 21623",75509,Paris,,(+33) 9-88-67-07-33,,,bruno-h.chatelain@intradef.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,http://www.ixarm.com,http://www.marches-publics.gouv.fr,,,False,False,,False,False
18-102666,Cté Communues Dombes Saône Vallée,None,,,FRK21,627 route de Jassans BP231  CS 60231,01600,TREVOUX,,,,,contact@ccdsv.fr,http://www.ccdsv.fr,http://www.marchespublics.ccdsv.fr,,,,,False,True,,False,True
18-102698,CH DE BOUR EN BRESSE FLEYRIAT,None,,Cellule des Marchés,FRK21,900 route de Paris - CS 90401,01012,Bourg-en-Bresse Cedex,,(+33) 4-74-45-45-22,,(+33) 4-74-45-46-12,cellulemarches@ch-bourg01.fr,http://www.ch-bourg-en-bresse.fr/marches-publics.htm,http://www.achat-hopital.com/,,,,,False,True,,False,True
