BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-148412,CPAM du Cher,None,Mr Julien JAFFRE,,,Boulevard de la République,18030,BOURGES CEDEX 9,,,,,,,,,,,,False,False,,False,False
17-124080,CUISINE CENTRALE DU LYCEE PERIER,None,Bonnaffous Jean-Marc,,,270 rue Paradis,13008,Marseille,,04-91-13-98-65,,,cuisinecentrale@lyceeperier.fr,,,,,,,False,False,,False,False
17-136136,DIRCE,None,Mme la directrice de la DIRCE,,,direction interdépartementale des routes Centre-Est Immeuble La Villardiere228 rue Garibaldi,69446,Lyon cedex,,04-69-16-62-00,,04-69-16-63-80,,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
17-143245,Centre Hospitalier de Pau,None,Jean-François VINET,,,"4, boulevard Hauterive",64046,Pau cedex,,,,,,http://www.ch-pau.fr,http://www.achatpublic.com,,,,,False,False,,False,False
17-179509,COMMUNE CLOYES LES TROIS RIVIERES,None,Monsieur le Maire,,,"1, Place GambettaCloyes sur le Loir",28220,Cloyes les Trois Rivières,,02-37-98-53-18,,,cloyeslestroisrivieres@cloyeslestroisrivieres.fr,,,,,,,False,False,,False,False
17-180367,Com. de Com. Coeur de l'Avesnois,None,,,FR,36 Rue Cambrésienne - BP 10066,59362,AVESNES SUR HELPE Cedex,,(+33) 3-27-56-52-08,,(+33) 3-27-61-36-44,cmercier@coeur-avesnois.fr,http://www.coeur-avesnois.fr,,,,,,False,True,,False,True
17-61354,OPH de Saint-Dizier,None,,,FR,https://oph-saintdizier.fr,52100,saint dizier,,,,,ccossus@oph-saintdizier.fr,https://oph-saintdizier.fr,,,http://www.achatpublic.com,http://www.achatpublic.com,,False,True,,False,True
18-100440,Université Paul Sabatier,None,,,FRJ23,118 route de Narbonne,31062,Toulouse Cedex 09,,(+33) 5-61-55-60-37,,,service-marches@univ-tlse3.fr,http://www.univ-tlse3.fr,https://www.achatpublic.com,,,,,False,False,,False,False
18-100527,Centre Hospitalier de Cahors,None,,"à l'attention de M. le directeur, Groupement Garonne achats produits de santé",FRJ25,335 rue Wilson,46005,Cahors cedex,,(+33) 5-65-20-84-78,,(+33) 5-65-20-50-96,garonne@ch-cahors.fr,http://www.ch-cahors.fr,http://www.achatpublic.com,,http://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2018_o9Gv0E-cjd&amp;v=1&amp;selected=0,http://www.heliosweb.eu,True,False,,False,True
18-100679,Ville des Andelys,None,BEZIEL Marie-Thérèse,,,avenue du Général de Gaulle,27705,Les andelys,,,,,,,,,,,,False,False,,False,False
18-100816,Région Guadeloupe,None,Monsieur le président du conseil régional,,,Avenue Paul Lacavé,97100,Basse-Terre,,05-90-80-40-40,,05-90-80-41-59,dmp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,,,False,False,,False,False
18-101156,Centre Hospitalier de Niort,None,,Direction des achats et de la logistique,FRI33,40 AVENUE CHARLES DE GAULLE,79021,NIORT,,(+33) -05-49-78-20-19,,(+33) -05-46-78-20-56,cellule.marches@ch-niort.fr,http://www.achatpublic.com,http://www.achatpublic.com,,,,,False,True,,False,True
18-101419,Département de Maine-et-Loire,22490001900015,,Service de la commande publique et des assurances,FRG02,"Hôtel du Département - Direction des finances, des affaires juridiques et de l'évaluation - 48 B boulevard Foch - CS 94104",49941,Angers cedex 9,,(+33) -02-41-81-49-49,,,commande-publique@maine-et-loire.fr,http://www.maine-et-loire.fr,https://www.anjoumarchespublics.fr,,https://www.anjoumarchespublics.fr,https://www.anjoumarchespublics.fr,,False,True,,False,True
18-101664,ETABLISSEMENT PUBLIC AMÉN. BORDEAUX,None,,,FRI12,140 rue des terres de Borde,33081,BORDEAUX CEDEX,,,,,marches.publics@bordeaux-euratlantique.fr,http://www.bordeaux-euratlantique.fr/,,,,,,False,True,,False,True
18-101787,SYVADE de Guadeloupe,None,"Président du Syvade, Monsieur Michel Rinçon",,,Résidence Ernestine WebbeRue Hincelin,97110,Pointe-à-Pitre,GP,(+33)5-90-91-10-72,,(+33)5-90-82-24-16,syvade@syvadeguadeloupe.fr,http://www.syvadeguadeloupe.fr/,http://www.marches-securises.fr/,,,,,False,False,,False,False
18-101919,MINDEF/AIR/SIAé/AIA CF,None,Directeur de l'Atelier Industriel de l'Aéronautique de CLERMONT-FERRAND,,,161 avenue du BrézetCS 70501,63028,Clermont-Ferrand cedex 2,,,,,,,,,,,,False,False,,False,False
18-102411,Département de Tarn-et-Garonne,None,,,FRJ28,100 Boulevard Hubert Gouze - BP 783,82013,Montauban cedex,,,,,candide.saccona@ledepartement82.fr,https://www.marchespublics.ledepartement82.fr,,,,,,False,True,,False,True
18-102613,SOMIVAL,None,,,FRK14,mandataire agissant au nom et pour le compte de la Région Auvergne Rhône Alpes23 rue Jean Claret,63000,Clermont-Ferrand,,,,,delphine.charlet@somival.fr,http://marchespublics.auvergnerhonealpes.eu/,http://marchespublics.auvergnerhonealpes.eu/,,http://marchespublics.auvergnerhonealpes.eu/,http://marchespublics.auvergnerhonealpes.eu/,,False,True,,False,True
18-103419,Métropole de Lyon,None,,,FRK26,20 rue du Lac CS 33569,69505,Lyon Cedex 03,,,,(+33) 4-26-99-30-64,uniteachatproprete@grandlyon.com,http://www.grandlyon.com,http://marchespublics.grandlyon.com,,,http://marchespublics.grandlyon.com,,False,True,,False,True
18-103473,Département des Alpes-Maritimes,None,Monsieur le Président du Conseil départemental des Alpes-Maritimes,,,"Direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - Direction des finances, de l'achat et de la commande publique - Service des marchés - Tour Jean Moulin - 6ème étage - Bureau 630 - CADAM - 147 boulevard du Mercantour - BP 3007 -",06201,Nice cedex 3,,04-89-04-20-25,,04-89-04-29-89,,,https://www.e-marches06.fr,,,,,False,False,,False,False
18-103876,Ville de Grigny,None,,service marchés publics,FR,19 route de Corbeil,91350,Grigny,,(+33) 1-69-02-53-53,,,marches.publics@grigny91.fr,http://www.grigny91.fr,http://www.achatpublic.com,,http://www.achatpublic.com,http://achatpublic.com,,False,True,,False,True
18-104687,COMMUNAUTE D AGGL BEZIERS MEDITERRANEE,None,,,FRJ,39 bd de verdunCS50657,34536,béziers,,(+33) 4-99-41-33-30,,(+33) 4-99-41-33-03,marchespublics@beziers-mediterranee.fr,http://www.beziers-mediterranee.fr,http://cabeme.marcoweb.fr,,,,,False,False,,False,False
18-105018,LA ROCHE-SUR-YON AGGLOMERATION,None,,,FRG05,54 Rue René Goscinny,85000,La Roche-sur-Yon,,,,,gaelle.pavageau@larochesuryon.fr,http://www.larochesuryon.fr,https://www.marches-securises.fr,,http://www.marches-securises.fr,http://www.marches-securises.fr,,False,True,,False,True
18-105032,Ville de Corbas,None,Monsieur le Maire,,,place Charles Jocteur,69960,Corbas,,04-72-90-03-00,,,,,,,,,,False,False,,False,False
18-105607,Ville d'Alençon,None,Service de la Commande Publique,,,18 Rue de Bretagne CS 50362,61014,Alençon,,02-33-32-40-78,,,scp@ville-alencon.fr,http://www.alencon.fr/,https://marches.local-trust.com/ville-alencon/,,,,,False,False,,False,False
18-105704,Partenord Habitat,378 072 144 00017,,,FRE11,27 Bd Vauban B.P 309,59020,Lille,,(+33) -20-78-56-00,,(+33) -20-78-58-87,gvandriessche@partenordhabitat.fr,http://www.partenordhabitat.fr,http://www.marches-partenord.local-trust.com,,,,,False,True,,False,True
18-106041,Département des Alpes-Maritimes,None,Monsieur le Président du Conseil Départemental des Alpes-Maritimes,,,"direction générale adjointe pour les ressources, les moyens et la modernisation de l'administration - direction des finances, de l'achat et de la commande publique - service des marchés - cadam - 147 boulevard du Mercantour - tour Jean Moulin - bureau 630 - bP. 3007, horaires d'accueil : du lundi au vendredi de 9 h à 11 h 45 et de 13 h 30 à 16 heures",06201,nice cedex 3,,04-97-18-60-00,,04-97-18-76-62,marches@departement06.fr,http://www.e-marches06.fr,,,,,,False,False,,False,False
18-106165,DSNA,None,,,FR,"Direction de la Technique et de l'Innovation, 1 avenue du Dr Maurice Grynfogel - CS 53584",31035,Toulouse Cedex 1,,(+33) 5-62-14-52-35,,(+33) 5-62-14-52-94,anne.fedrigo@aviation-civile.gouv.fr,http://www.marchés-publics.gouv.fr,,,,http://www.marchés-publics.gouv.fr,,False,True,,False,True
18-106330,Groupe Hospitalier Bretagne Sud,None,,,FRH04,5 avenue de Choiseul - Bp 12233,56322,Lorient cedex,,,,,a.donnart@ch-bretagne-sud.fr,http://www.chbs.fr,https://www.achat-hopital.com,,,,,False,True,,False,True
18-106439,LA ROCHE-SUR-YON AGGLOMERATION,None,,,FRG05,54 Rue Goscinny,85000,La Roche-sur-Yon,,(+33) 2-51-47-45-73,,,gaelle.pavageau@larochesuryon.fr,http://www.larochesuryon.fr,https://www.marches-securises.fr,,https://www.marches-securises.fr,https://www.marches-securises.fr,,False,True,,False,True
18-106742,Ville de Sablé sur Sarthe,None,Monsieur le Maire,,,Place Raphaël Elizéwww.sarthe-marchespublics.fr,72300,Sablé sur sarthe,,,,,,,http://www.sarthe-marchespublics.fr,,,,,False,False,,False,False
18-106881,CA LISIEUX NORMANDIE,None,,jpvacher@agglo-lisieux.fr,FRD11,6 rue d'Alençon - CS26020,14106,LISIEUX cedex,,(+33) 2-31-61-66-00,,,commandepublique@agglo-lisieux.fr,http://lisieux-normandie.fr/,https://centraledesmarches.com/,,,,,False,True,,False,True
18-107420,Cté d'agglomération de Bourg en Bresse,None,,,FRK21,"3, avenue Arsène d'Arsonval CS 88000",01008,BOURG-EN-BRESSE Cedex,,,,,marches@ca3b.fr,http://ccm.marcoweb.fr,http://ccm.marcoweb.fr,,,,,False,True,,False,True
18-107482,Région Guadeloupe,None,Monsieur le président du conseil régional,,,Avenue Paul Lacavé - Petit Paris,97100,Basse-Terre,,05-90-80-40-40,,05-90-80-41-59,dmp-region@cr-guadeloupe.fr,http://www.regionguadeloupe.fr,http://www.eguadeloupe.com,,,,,False,False,,False,False
18-107726,Syndicat Trivalis,None,M. Le Président de Trivalis,,,31 rue de l'AtlantiqueCS 30605,85015,La Roche-sur-Yon,,(+33)2-51-45-14-51,,(+33)2-51-45-14-50,contact@trivalis.fr,http://www.trivalis.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
18-107743,Ville de Deauville,None,,,FRD11,20 rue Robert Fossorier,14800,Deauvile,,,,,r.delaunay@deauville.fr,http://www.deauville-marches.fr,,,http://www.deauville-marches.fr,http://www.deauville-marches.fr,,False,True,,False,True
18-107803,Cté d'Agglomération du Choletais,None,,Service marchés contrats,FRG02,Agglomération du CholetaisHôtel dAgglomérationRue Saint BonaventureB.P. 62111,49321,Cholet cedex,,(+33) 2-44-09-26-90,,(+33) 2-44-09-26-98,marches-contrats@choletagglomeration.fr,http://www.cholet.fr,,,,http://www.anjoumarchespublics.fr,,False,True,,False,True
18-107848,Syndicat Trivalis,None,M. Le Président de Trivalis,,,31 rue de l'atlantiqueCS 30605,85015,La Roche-sur-Yon,,(+33)2-51-45-14-51,,(+33)2-51-45-14-50,contact@trivalis.fr,http://www.trivalis.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
18-107850,Ville d'Arras,None,Monsieur le Maire,,,Direction de la commande publique 6 place Guy Mollet,62022,Arras,,03-21-50-69-31,,,s-marches@ville-arras.fr,http://arras.fr,http://arras.fr,,,,,False,False,,False,False
18-107917,Ville de Deauville,None,,,FRD11,20 rue Robert Fossorier,14800,Deauvile,,,,,r.delaunay@deauville.fr,http://www.deauville-marches.fr,,,http://www.deauville-marches.fr,http://www.deauville-marches.fr,,False,True,,False,True
18-107923,CHBR REG METIERS ARTISANAT NOUV AQUIT,None,,Service Achats/Marchés,FRI,"46, Rue Général de Larminat",33000,Bordeaux,,,,,c.bessette@artisanat-nouvelle-aquitaine.fr,http://www.artisanat-nouvelle-aquitaine.fr/,http://www.marches-publics.gouv.fr,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,False,True,,False,True
18-108006,Syndicat Trivalis,None,M. Le Président de Trivalis,,,31 rue de l'Atlantique CS 30605,85015,La Roche sur Yon,,02-51-45-14-51,,02-51-45-14-50,contact@trivalis.fr,http://www.trivalis.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
18-108045,COLLECTIVITE TERRITORIALE MARTINIQUE,None,,,FRY2,Rue Gaston Defferre - Cluny CS 30137,97200,Fort de France,MQ,(+33) -05-96-59-66-33,,,courrier@ctm-martinique.mq,http://www.collectivitedemartinique.mq,https://collectiviteterritorialedemartinique.achatpublic.com,,,,,False,True,,False,True
18-108064,AGCE REG SANTE BOURGOGNE FRANCHE CTE,1300079330018,,,FRC,2 place des savoirs,21000,DIJON,,,,,nicolas.marechal@ars.sante.fr,https://www.bourgogne-franche-comte.ars.sante.fr,,,,,,False,True,,False,True
18-108165,SCE DEPARTEMENTAL INCENDIE ET SECOURS,None,,,FRK28,6 rue du nant - Meythet,74960,Annecy,,(+33) 4-50-22-76-00,,(+33) 4-50-22-76-35,marches.publics@sdis74.fr,http://www.sdis74.fr,http://www.sdis74.e-marchespublics.com,,,http://www.sdis74.e-marchespublics.com,,False,True,,False,True
